PC1,PC2,PC3,class
-2.6519722068603904,0.3738261118097669,-0.1868830773953361,0
-1.043761965402633,-0.9394110800276996,-0.4965598909709983,0
-0.8418644594619629,0.8634309161857624,0.5213825154419285,1
-1.2059495054015297,0.28689454077545934,0.15909663994594755,0
0.03162262786963674,0.37585494459297775,0.02112629007301021,1
-0.7672850181852043,0.41926615418030067,0.2404208859307891,1
-1.9795344944841524,0.9552121841842426,0.8634733068986672,0
1.1647573774036737,-0.5180600397380674,-0.6340558298357839,1
-0.3827878247782601,-0.09499229258539374,-0.10552330698952078,0
-1.2130839835290115,0.8808616869859225,0.5843441855747642,0
0.2993033204985394,-1.6921416881081444,1.3896320295207996,1
-0.9582737034845884,0.8506698591919064,-0.6049408083838426,0
-1.0399065658284736,1.0797119559169994,0.20144870239933524,1
0.012081231167874771,-1.2447448212587446,-0.18989068184198957,0
-0.06990730127724482,-1.7386556433131535,0.14792249990050832,0
-0.796874056951008,0.30215379645383145,0.8056334869747084,1
0.38766321047157026,0.192000103926956,0.03469825474037819,1
-1.2665157278962624,-0.42980581573822063,-0.3327842875163785,0
1.4535206830189467,-0.6177144813141977,-0.0691960562793051,1
-0.11672383427405793,-1.7892417424243758,0.9324211209784358,0
3.6626504569136213,-1.898240809692856,-0.4445245016147759,1
0.5205331151423658,-1.0329541517536012,-0.23141608196665459,0
-0.5583500515781866,0.8206883709712861,0.2309848218910295,1
-1.9822788126446924,0.37230895327716435,-0.31202894428722755,0
1.6556467766721628,0.12166732934207385,-0.8855396059781436,1
1.266005982901365,-0.5592445176903345,-0.8942281499928125,1
-1.4866839583762383,-0.3502481903052392,1.5111928042097547,0
-0.4774070906292632,-0.6967030151387442,-0.10292128906269814,0
1.8994150029508101,-1.5465947184650022,-0.4282746660325588,1
-0.6434665698039813,1.137610121057405,0.4332979093906947,1
-1.491913189521668,-0.8581393266511187,0.010081579825130131,0
0.9741439817100185,-0.5224576425521245,0.8914084266367605,1
1.9956859952131765,-0.5729966618746614,-0.8440207696442538,1
1.9595106918224492,-1.8886195841187692,-0.7524540090370995,0
-1.731388267909257,0.39358304830727214,1.220236167964988,0
-0.5134774756956985,0.5854515059340667,-0.02669541482175906,1
0.961012904401548,0.769365068754984,1.3501330610299218,1
1.6214596322882504,-0.09361408506398361,-1.5696698894283816,1
-1.454256123650912,-0.0010715201991915663,0.6918714662584108,0
-0.7483747227258739,-0.02615045970679763,0.43329372485678674,0
-2.5148100721520836,0.2621714550859757,0.45960522400807735,0
-0.752950128850956,-0.978711834698343,0.4585921566598433,0
0.7752350508312377,-0.8181264106697721,-1.3258633593315006,0
1.537012943314536,-1.6716186648745692,0.43514956909611585,0
0.20342076577370477,-0.9995358477632584,0.32256988896839056,1
2.361533317685286,-1.313538922458214,-0.9287452955207577,1
0.8462341256995692,-0.3490837635715398,-0.2564505513126847,1
-0.7472667359625578,0.3244909050772827,-0.03148227040673459,0
-2.0992677289117117,0.9143089770751778,-0.05032127685607779,0
-0.9430678058512801,0.8069893723522479,-0.9919389084084831,1
-0.5550999513507027,1.4150553446058147,-1.0397161779937338,1
-0.3830976747253419,0.8664756962278451,-0.872208921265613,1
-2.42177939498186,0.7814169201398645,-1.2359797446547827,0
0.7699599021181769,-0.3492994845423608,-0.4709931403419897,1
-1.2788618944098449,0.17879937155653483,-0.14345135221037142,0
-1.7456252906224934,-0.74232936060358,1.2802499970259884,0
-1.0332041102949838,-0.2440101626617969,0.5384252731219352,0
0.6482594133617867,-0.2644329154542358,0.37832469054311446,1
-1.795234333495599,1.6717649628840774,-1.3354317160429632,0
-0.7414812140504656,0.011033397149033317,-0.9228087757911339,0
-0.05273971028729427,0.7534042879985815,0.40741461490517616,1
-1.6520279912762197,-0.22085851463917341,-0.23990161013113262,0
0.7637572604859773,-0.9954627497815138,0.6676524677995807,0
-1.3433134101677,-0.45130526572135615,0.6886388909752122,0
3.46045629793123,-1.0295534586252775,0.6191488770410707,1
-0.8894962751238711,0.2051413701491492,0.8635107573499815,0
-0.6474636589128563,0.4659776469147274,0.1366514661603956,1
-1.0936665108259662,1.0586695012645626,0.08728741651932592,1
-2.2898746973200033,-1.3536465760830891,-0.13879584062774872,0
0.18626382918891538,-2.4712782220971135,-0.33420552921288704,0
-1.9807357252634572,-0.4066369356626599,-0.47353757804799756,0
3.5500195010800883,-0.8696161499807852,0.7801158191976969,1
2.682705162277451,0.630098275240645,0.5600368958534155,1
-4.004305099289588,-1.2480533390774182,0.9627417699851579,0
3.961744765400824,0.7787072221378354,0.7646067233584758,2
-2.5721360673575497,0.18905624280800779,-1.1476821569604225,0
5.672014557540626,-0.9944520795364366,-0.7296480374484252,2
-3.4417487882534155,-1.9632143036899734,0.6356503824809905,0
-1.5265631011537162,0.5857476314685415,-0.3112667404007457,0
1.945944499641275,-1.1940735148930077,0.3175473582218568,1
-1.429824127556858,-1.7498976806472961,0.14303217594506126,0
2.7990027237340915,0.5470368041200969,0.11012233557671744,2
0.29587996633950353,-1.14414101953185,0.7009802129609228,0
-3.2612523966448257,-0.44349799984278765,-3.062333739197511,0
-0.2004160922739273,-0.825521443875586,0.7753646510586043,0
-3.70917390514897,-0.7676893567316184,0.6547711603402505,0
1.6331285066786765,-1.1698039485921405,0.5389076043253491,1
1.3785150630656333,0.3967438076145405,-1.220270879342022,1
-4.009944668868179,-0.09519550092200764,0.1925404224145647,0
2.9566159303750035,0.19214367406601382,0.10209086846003257,1
3.6697331884692357,-1.358592685585925,-1.436998102747316,1
-1.8156485605711323,1.0196101152295856,-0.793738675591726,1
4.270052159966627,-0.3836057464243076,-1.681723557674858,2
4.459454715632774,1.5587307136193616,0.24285552102695548,2
-0.23797376992360428,0.09032854366155356,-0.1763489176702231,1
-2.5920160204467124,0.34941540322719894,-0.38303488455632295,0
-5.11573823346245,0.6086573118546437,0.385982214351526,0
-0.7084474480000404,-0.03179970866071332,-0.16244444301661926,0
-0.5170103289099535,-0.005430654663496206,-0.2115495844351859,0
3.50702507631002,0.7042463121318787,3.6651636056543437,2
-3.4104337224667183,0.030733409190430414,-0.3858836611012347,0
-2.3685433672844574,0.7727327820190387,0.7866577517816632,0
4.400036211795375,0.7626230492963212,1.337510107414338,2
1.245260159162282,0.1307997783015402,-0.1426950023023597,1
5.502085030963369,-1.0843020685155131,-0.7101255067240045,1
3.5801123682882263,-0.6746243182477585,0.9748023630250447,1
-6.413927920637263,-0.1629698277996095,-0.08774724385810814,0
-2.7188662515457818,0.698781038894047,-0.5891874699162354,0
-1.9149264054391173,-0.34080655281214817,1.0702523555766832,0
-0.7643578958774292,-1.2810003944288122,-0.12871384368072455,0
-0.4384211783036457,-0.9566311706139629,-0.7530136647251179,0
4.992486203497024,-0.37283005522492907,-0.5467651456723971,1
2.258621297002886,-0.16094761211280978,-0.491016686915098,1
3.0671340019642113,-0.5948477323156512,-1.1149508264126575,1
1.0180752495486316,0.9483644609789589,0.1693243756808685,1
-2.7575425662466824,-0.19283771940119196,-0.3482251693094914,0
5.859337480092102,-1.1493753907391528,0.4960417567300771,1
1.552022644061257,-0.08708314584357896,-0.5495909905709586,1
3.4003275474638013,-1.3788743467353926,1.3848167678561298,1
-1.5268100234128814,-1.0624850219343147,0.8197921959819799,0
0.7531728819669891,0.5233034983541853,-0.38977978500979266,1
-1.4357192667654912,-0.1734867406722965,0.7322417345753486,0
-1.1988198200531408,-0.3622220742325073,0.8298970449459983,0
-0.5623929349655722,-1.5442370362680808,-0.7296637888522542,0
0.0031586904330258556,0.4358677468289457,-0.4775504038204777,1
0.1759867685232767,-0.27529079519499333,0.1701824869806296,1
-2.8028548534265183,0.06386175471812248,0.47110172481305124,0
1.7150340231540586,0.22019451842768356,0.803022920964697,1
0.7133860929734591,-1.3862881595074912,0.07450699929111942,0
2.7347589079145203,2.1277559595258224,0.11090339546112969,2
1.824739274707217,-0.39580149824625793,1.6047388554824895,1
-0.6282424749423235,2.0650660367538216,-0.6472899014086997,1
1.9950382080449447,-0.2488647402917606,-1.1513831145409215,1
-2.18487068183502,-0.22156371386418794,-0.306272559009114,0
-2.4786477367451156,-0.7410650610858939,0.9146718449189061,0
-3.3410790361207146,0.1741697569331731,-1.2762456245447258,0
3.452395614373541,-0.25850335348121156,-0.3730973727158395,1
-0.5356811654311098,-0.736185220274834,0.18625203844467955,0
1.8125070543226074,-0.5535551761695024,0.10863140633747219,1
-1.4312477685089575,-0.8330565037227449,0.5954711132958695,0
2.687325974613082,3.837030606686081,0.5018360507721042,2
-2.7081288606305534,-0.1629454408572231,0.1816912373341764,0
-2.1105920503528846,-0.7192176371620099,0.6309634154909346,0
2.230043018610782,0.12184194093750612,-0.6145464340925547,1
-2.754501369692872,0.3181457838206768,0.7090424374607021,0
0.04306520168257502,-0.48886258683218947,-0.7710199684050696,0
5.2388966799632835,-0.2341612554221629,-0.48809114906659284,2
-1.402038376130373,0.20058320388126452,0.9487730209597963,0
-3.365504921563679,0.5078452576555336,0.17920171000974744,0
0.8635313428942493,1.057976813850902,-1.9664681490756821,1
-6.522492262365841,1.12281207571067,1.6326357945808554,0
-0.25234965781011676,0.5197061249139047,-0.793863929910795,1
2.137374448680471,-1.061983835720263,0.5168902177850255,1
0.2298425386048605,0.3626544971958674,-1.2379913562384206,1
-0.2139582221356653,0.17510760980557344,-0.8410798935674135,1
-3.1858543566857667,1.5792777340819681,-0.39487534707520583,0
0.7587261152744582,-0.20335942449626154,-0.3063788864373714,0
-0.29791866889836954,-0.7309921447923738,-0.2967762002660347,0
-2.565341489314898,1.275089149093396,0.9814288043578807,1
-1.354357975584865,1.283930863819483,-1.2728611432200432,0
-1.2624463613774368,1.0984724573316278,0.3246732830595667,1
1.3042002526101952,-0.33266731554928386,0.0014402984439216664,1
3.106861959961684,1.8228478627532856,0.5299325654241623,2
-0.9470065481559881,-0.22794325288908743,-0.3537442438640236,0
1.5249392404878492,1.6826566325230128,-1.2440610923695008,2
-5.164701426055378,1.4596353181839337,0.19603881418374053,0
3.662739582575753,1.8802158395804385,0.5808938826054069,2
4.282672941684196,0.2918019216287654,0.05294959628531348,2
4.909033725315799,-0.2721551744257368,1.0714470540589027,2
1.6758934780681112,1.3932540776584466,0.05196822345405397,1
-1.8928590022695562,-0.194138116920953,-0.026774970526087325,0
4.001446552183186,0.8882451154540995,-0.7581008711776288,2
-4.250435192817282,0.31343159583545804,-0.022017746793211078,0
2.4815688676178476,0.6723003888748514,-0.23883448794470694,1
0.1899801658061002,2.768250914856792,0.7289305811313156,2
1.1479653445714306,0.03208359474207252,-0.3477980953903513,1
3.5276203617079878,0.2813579730847005,-0.2797262424208077,1
